"ID","Ref","Created","Updated","Name","Description","Scope of works","Status","Priority","Property Ref","Property Client Ref","Property Name","Property Account Manager","Property Certification Date","Client Ref","Client","Primary Contact Name","Primary Contact Email","Contractor","Task Value","Category","Tags","Address","Site Suburb","Postal code","Assigned Technician","Supporting Technicians","Assigned Office","Technician","Salesperson","Round","Due","Due After","Scheduled Date","Performed Date","Completed Date","On-site Date","SLA","Due (on site)","Due (performed)","Time to Site (SLA)","Time to Performed (SLA)","Authorisation Ref","Authorisation Amount","Contractor Authorisation Limit","Workorder URL","Internal Note","Invoice Note","Technician Note","Latitude","Longitude","Access Procedure","Access Note","Access Code","Access Schedule","Access Window","Is Active","Deleted","Invoiced","Inactive Date","Billing Card Ref","Billing Card Name","Branch","Cost Centre","Service Group","Zone","Est. Duration","Author","Updated By","Parent Task","Minor Job"
31417,"T-31417","2026-02-11 07:06:01","2026-02-23 09:18:57","AFSS Inspection report December 2025 (Quote QD-2003)","AFSS Inspection report December 2025","As per scope of Works;

Section 2 – Assessment results and observations

5.  Building Occupant Warning System
At the time of assessment, the following non-compliances were observed that are required to be rectified:

-  The fire alarm bells were not activated during the fire alarm in the office areas, further investigation is required to replace bells and determine if the DB levels meet the minimum requirements. (the bells can’t be heard in the office area, or the rear warehouse 3 x bells need to be installed. This is a critical defect; this measure will not be endorsed without evidence of completion)

7.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:

-  There is a room in the mezzanine area behind the office that was not accessible last year. The room is not fitted with smoke detection or sprinkler coverage. All enclosed areas required sprinkler and detection coverage. 
-  Wormald has suggested the detection system be listed as AS1670 – 1974, the detection block plan will need to be updated to reflect the correct Standard and put back on the wall beside the FIP. 
-  The sign saying fire is missing from the strobe at the front entry. A new sign is required.

Technician required to install log book when testing.

Further estimate maybe required after initial investigation.","REVISIT",5,"39638","","Cotton King - 95 Bonds Road,  Punchbowl, NSW 2196","","2019-03-14","423","Uturn Reuse Pty Limited","Rita Jita","rita@kingcotton.com.au","",3133.2258,"Repair","","95 Bonds Road, PUNCHBOWL, NSW, 2196, Australia","Punchbowl","2210","Nu Unasa","Gordon Jenkins","","Gordon Jenkins","","","","","2026-02-23 06:00:00","","","2026-02-23 06:51:02","","","","","","Approved Tony Rallis AFSS","3133.22","","","","As per accepted defect quote QD-2003 dated 19-12-2025.","",-33.9373783,151.060873,"","Site Contact Joe Valenti 0416 252 041 or 9560 6333 detectors can be access by pole","","NR","",True,"",False,"","CO-2644","Uturn Reuse Pty Ltd","","[] ","R DETECTION","","00:00:00","Jamie Wright","Gordon Jenkins"," ",""
31153,"T-31153","2026-02-09 10:41:21","2026-02-18 09:12:53","AFSS inspection report December 2025 (Quote QD-1985)","AFSS inspection report December 2025","As per scope of Works

Section 2 – Assessment results and observations

2.  Automatic Fire Suppression System & Smoke detection system
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  When the sprinkler alarm activated not all the shutters operated correctly. Roller shutters 1, 2 & 7 did not close, all other shutters in the dangerous goods section did not close.

5.  Fail Safe Devices
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The pedestrian gate next to the exit gate at the loading dock did not unlock in fire mode, further investigation is required.


Further quotes maybe required after initial investigation","REVISIT",5,"39A152","","Linfox - 3 Harris Avenue, Marsden Park, NSW 2765","","2019-03-15","","Linfox Australia","Stuart Kennedy","stewart_kennedy@linfox.com","",2050.0050,"Repair","","3 Harris Avenue (Hollinsworth Road), MARSDEN PARK, NSW, 2765, Australia","Marsden Park","2765","John Minai","","","John Minai","","","","","2026-02-17 06:00:00","","","2026-02-18 08:00:42","","","","","","Purchase Order No: 4300109671","2050.00","","","","As per accepted defect quote QD-1985 dated 17-12-2025.","Investigated pedestrian gate. Gate needs servicing as it is physically jammed and misaligned. Wedged the door it to open it. Door expert required.",-33.7194219,150.8359713,"","","","NR","",True,"",False,"","CO-1557","Linfox Australia","","[] ","R DETECTION","","00:00:00","Jamie Wright","John Minai"," ",""
31091,"T-31091","2026-02-09 09:03:47","2026-02-27 07:37:55","FIP Annual Defects repairs/investigation (Quote QD-2044)","FIP Annual Defects repairs/investigation","Dear Customer,
We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:


**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39A152","","Linfox - 3 Harris Avenue, Marsden Park, NSW 2765","","2019-03-15","","Linfox Australia","Stuart Kennedy","stewart_kennedy@linfox.com","",2340.0000,"Repair","","3 Harris Avenue (Hollinsworth Road), MARSDEN PARK, NSW, 2765, Australia","Marsden Park","2765","Nu Unasa","Gordon Jenkins","","Gordon Jenkins","","","","","2026-02-27 06:00:00","","","2026-02-27 06:10:26","","","","","","Purchase Order No: 4300109669","2340.00","","","","As per accepted defect quote QD-2044 dated 05-01-2026.","Is there a FER or any info onto what roller shutters require to drop in fire mode ? 

If so can we have a drawing into which shutters - so we can test and do repairs . 

Revisit - notify client to use scissor lift onsite , book in for Saturday .",-33.7194219,150.8359713,"","","","NR","",True,"",False,"","CO-1557","Linfox Australia","","[] ","R DETECTION","","00:00:00","Jamie Wright","Nu Unasa"," ",""
31022,"T-31022","2026-02-06 11:53:38","2026-03-03 11:51:35","AFSS defect inspection report Nov 2025 (Quote QD-1868 - FIP)","AFSS defect inspection report Nov 2025","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations

1.  **Failsafe Devices (these maybe required to be completed by the security company after initial inspection)**
-  Although the schedule is missing references to BCA D2.19, the front automatic doors should be linked to the fire alarm system and open on a fire alarm. This gives fire brigade access to the fire panel without the need to smash the front doors.
-  L10, L7, L3, L6, L2 only have access to one set of fire stairs due to card readers or doors that lock from the side of egress, if fire obstructs the accessible fire stairs from the lift, access to a second exit is required. The doors need to be modified with either emergency break glass door releases, a fire trips that release the doors on a fire alarm or change the lockset to allow access from the side of egress without the use of a key.

4.  EWIS
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  Level 2 has no occupant warning speakers installed, no tones or PA could be heard. A complete review of this floor is required (technicians to confirm DB levels, there are no speakers in the rear of the tenancy or any rooms).

6.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  L10, the office named go away is missing the smoke detector.
-  L9, there is an office with no smoke detector installed, 1 x detector required.
-  L8, there are caps on all detectors on the floor that need to be removed, and one detector is missing from outside the lift.
-  L5, there is no detection in both toilets, 2 x detectors required.
-  L5, there is no detector in the office of suit 2, 1 x detector required.
-  L5, there is no detection installed in five offices of suit 3. Access was not provided to this area last year.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39A286","","YORKAY - 131 York Street, Sydney, NSW 2000","","2025-02-01","202","C/- MMJ Sydney Pty Ltd","Maryanne Corven","maryanne.corven@mmj.com.au","",4947.5221,"Repair","","131 York Street, SYDNEY, NSW, 2000, Australia","Sydney","2000","Nu Unasa","Gordon Jenkins","","Nu Unasa","","","","","2026-03-03 06:00:00","","","2026-03-03 08:06:35","","","","","","Approved Maryanne Corven - 06022026","4947.53","","","","As per accepted defect quote QD-1868 - FIP dated 02-12-2025.","",-33.8721349,151.2061973,"","EWIS Testing will remain with New Sound for the time being / Emergency/Exit Lighting testing by others
Rick 0411 228 165 - Phone Rick when at site. No Access before 7am
Maryanne Corven (MMJ) 0414 035 063","","NR","",True,"",False,"","CO-2032","MMJ Real Estate","","[] ","R DETECTION","","01:00:00","Jamie Wright","Nu Unasa"," ",""
30824,"T-30824","2026-02-04 12:11:06","2026-03-27 06:59:26","Fault investigation (Quote QD-2234 - FIP)","Fault investigation","Dear Customer,

We hope you're doing well. Following our routine monthly testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.

Found panel beeping -
Silenced , investigated found open cct on OWS line
2 x man ,40 foot boom lift further investigate
Organise access units 41-43 .

Further quotes maybe required after initial investigation of findings.

If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39A415 AU002","","Goodman AU002 - Slough Business Park - 2 Slough Avenue, Silverwater, NSW, 2128","","2021-04-25","","Goodman Property Services (Aust) Pty Limited SC01822","Angelo Munozco","Angelo.Munozco@goodman.com","",3435.0090,"Repair","","2  Slough Avenue, Silverwater, NSW, 2128, Australia","Silverwater","2128","Nu Unasa","Gordon Jenkins, John Minai","","John Minai","","","","","2026-02-24 10:45:00","","","2026-02-24 11:29:45","","","","","","Work Order No: 332067  Purchase Order No: 579464","3435.01","","","","As per accepted defect quote QD-2234 - FIP dated 03-02-2026.","Investigated OWS not working in some of the units 1-10. Got units 1-6 to work. 1x horn in unit 5 not working needs replacing. Return two men repair break between unit 6 to 7-10",-33.8320651,151.0500501,"CA","Angelo Munozco (Goodman) 0427 637 792","Box code #C478","OA","",True,"",False,"","CO-074","Goodman Property Services (Aust) Pty Limited","","[] ","R DETECTION","","00:01:00","Jamie Wright","Jamie Wright"," ",""
29685,"T-29685","2026-01-28 11:34:22","2026-02-03 13:20:05","AFSS defect report December 2025 (Quote QD-1998)","AFSS defect report December 2025","As per scope of Works;

Section 2 – Assessment results and observations

3.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:

-  Bld 12, the zone block plan is missing from the fire panel, the block plan needs to be replaced.
-  The strobe on the hydrant booster and the strobe at the entry to bld 12 failed to operate and need to be replaced.","REVISIT",5,"39A306","","N&A & ACR - 10-12 Distribution Drive, Orchard Hills, NSW 2060","","2026-02-28","","TCAL ATF Altis Bulky Sub Trust 3 Erskine Park C/- Knight Frank Australia Pty Ltd","Salvatore Di Pietro","salvatore.dipietro@au.knightfrank.com","",1315.8271,"Repair","","10-12 Distribution Drive, ORCHARD HILLS, NSW, 2748, Australia","Orchard Hills","2748","Gordon Jenkins","","","Gordon Jenkins","","","","","2026-02-03 13:21:00","","","2026-02-03 13:17:37","","","","","","Work Order Number	W15334312","1315.83","","","","As per accepted defect quote QD-1998 dated 19-12-2025.","Found addressable strobe on gate not working or in program will need new strobe and reprogram photos in documents",-33.8239948,150.7723485,"","Under Warranty - 5 Year warranty applies to pumps, 10 year warranty applies to tank (refer to support docs attached)","","NR","",True,"",False,"","CO-070","Knight Frank Australia Pty","","[] ","R DETECTION","","00:00:00","Jamie Wright","Gordon Jenkins"," ",""
29386,"T-29386","2026-01-23 14:26:28","2026-04-07 08:49:21","FIP faults - Annual testing (Quote QD-1781)","FIP faults - Annual testing","Dear Customer,

We hope you're doing well. Following our routine Annual testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.

If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39A571","","30 Loftus Road, Yennora , NSW 2161","","2025-01-26","","West Infill Sub TC PTY LTD ATF West Infill Sub II Trust C/- CBRE Pty Ltd","Omar Eleter","omar.eleter@cbre.com","",2069.9270,"Repair","","30 Loftus Road, Yennora, NSW, 2161, Australia","Yennora","2161","Gordon Jenkins","Nu Unasa","","Gordon Jenkins","","","","","2026-02-05 09:28:00","","","2026-02-05 10:02:02","","","","","","PO6870841_201010","2069.93","","","","As per accepted defect quote QD-1781 dated 20-11-2025.","Boom two men and a module",-33.86109,150.9673056,"","Omar Eleter (CBRE) 0481 825 275","","NR","",True,"",False,"","CO-038","C.B Richard Ellis Pty Ltd","","[] ","R DETECTION","","00:00:00","Jamie Wright","Gordon Jenkins"," ",""
29184,"T-29184","2026-01-21 12:35:00","2026-02-06 14:40:10","AFSS Inspection report Nov 2025 (Quote QD-1974)","AFSS Inspection report Nov 2025","As per scope of Works:

Section 2 – Assessment results and observations

1.  Automatic Fire Detection and Occupant Warning System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The block plan for the fire detection advises that here is no smoke detection in the rear warehouse (WH3). However, when reviewing the photos to complete this report I noticed there was smoke detection in the rear warehouse. Further investigation is required to determine if the smoke detection is connected to the fire panel or linked to a private security company. If the detection is connected to the main FIP the block plan will need to be updated, and the smoke detection tested.","REVISIT",5,"39930","","Sebel - 48 Airds Road, Minto, NSW 2566","","2019-02-13","492","KNAPP & Associates","KNAPP & Associates","christian@knappre.com.au","",4630.0080,"Repair","","48 Airds Road, MINTO, NSW, 2566, Australia","Minto","2566","Gordon Jenkins","Nu Unasa","","Gordon Jenkins","","","","","2026-01-27 09:56:00","","","2026-01-27 09:56:20","","","","","","approved Christian","4630.01","","","","As per accepted defect quote QD-1974 dated 16-12-2025.","Warehouse three is zone 21 drawn on block plan will need to update photos in documents
Detectors in warehouse one and two have verification",-34.0321688,150.8388426,"","","","NR","",True,"",False,"","CO-1901","Knapp & Associates (Previously W+V Manisier)","","[] ","R DETECTION","","00:00:00","Jamie Wright","Jamie Wright"," ",""
28547,"T-28547","2026-01-14 14:33:50","2026-02-02 13:57:53","FIP monthly defect repairs (Quote QD-2006)","FIP monthly defect repairs","Dear Customer,

We hope you're doing well. Following our routine monthly testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.

If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39A504","","ACU - Building 520 - 3 Berry Street, North Sydney, NSW 2055","","2022-03-30","1072","Australian Catholic Universities (ACU)","Dean Smith","Dean.Smith@acu.edu.au","",1560.0060,"Repair","","33 Berry Street, North Sydney, NSW, 2055, Australia","North Sydney","2060","Nu Unasa","Gordon Jenkins","","Nu Unasa","","","","","2026-02-02 10:00:00","","","2026-02-02 12:56:05","","","","","","WOT0029028 - Purchase Order Number: PU074370","1560.01","","","","As per accepted defect quote QD-2006 dated 22-12-2025.","",-33.8370569,151.205623,"","Jamie Denton (ACU) 0450 856 300","","NR","",True,"",False,"","CO-2387","Australian Catholic University (ACU)","","[] ","R DETECTION","","00:00:00","Jamie Wright","Nu Unasa"," ",""
28546,"T-28546","2026-01-14 14:24:47","2026-02-02 07:29:22","Duct probe repairs/replacement (Quote QD-1919)","Duct probe repairs/replacement","As per scope of Works,

False alarms from old duct probes that require replacement.","REVISIT",5,"39A505","","ACU - Building 502 - 40 Edward Street, North Sydney - NSW 2055","","2022-03-30","1072","Australian Catholic Universities (ACU)","Dean Smith","Dean.Smith@acu.edu.au","",2431.2052,"Repair","","40 Edward Street, North Sydney, NSW, 2055, Australia","North Sydney","2060","Nu Unasa","Gordon Jenkins","","Gordon Jenkins","","","","","2026-02-02 06:00:00","","","2026-02-02 05:56:34","","","","","","WOT0029031","2431.20","","","","As per accepted defect quote QD-1919 dated 10-12-2025.","",-33.8374909,151.2030322,"","Jamie Denton (ACU) 0450 856 300","","NR","",True,"",False,"","CO-2387","Australian Catholic University (ACU)","","[] ","R DETECTION","","00:00:00","Jamie Wright","Gordon Jenkins"," ",""
27443,"T-27443","2026-01-05 13:53:52","2026-03-19 12:52:34","AFSS Inspection Report October 2025 (Quote QD-1638)","AFSS Inspection Report October 2025","As per scope of Works:

Section 2 – Assessment results and observations

3.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:

The smoke detection and BGA at the fire panel did not activate the ASE, current Fire Indicator Panel is a local system, ASE connected to the Sprinkler Pressure switch, require to investigate options to connect ASE to FIP and have Sprinkler to activate FIP.","REVISIT",5,"39A438","","ARBOUR - 63-65 Burrows Road, Alexandria, NSW 2015","","2024-01-03","1098","Arbor Property","Arbor Property","ferdinand@arbor-ps.com.au","",292.0000,"Repair","","63-65 Burrows Road, Alexandria, NSW, 2015, Australia","Alexandria","2015","Nu Unasa","","","Nu Unasa","","","","","2026-01-19 14:00:00","","","2026-01-19 14:09:38","","","","","","","292.00","","","","As per accepted defect quote QD-1638 dated 23-10-2025.","",-33.9136535,151.1874416,"","**RAPID GLOBAL Sign in**
Ferdinand Lengyel (Arbor) 0411 951 615
Key permanently with Sydney Kak
Code 3219
Site Contact: Paul Weir is on 0413 994 198 ","","NR","",True,"",False,"","CO-504","Colliers International","","[] ","R DETECTION","","02:00:00","Jamie Wright","Nu Unasa"," ",""
26708,"T-26708","2025-12-29 07:52:55","2026-04-10 13:38:58","AFSS Inspection report Nov 2025 FIP (Quote QD-1896)","AFSS Inspection report Nov 2025 FIP","As per scope of Works

Section 2 – Assessment results and observations

2.  Occupant Warning System

At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The main strobe on the front of the building failed to operate, the strobe will need to be replaced.

1.  Automatic Fire Suppression System

-  There is smoke detection installed in the main switch room, coms room and smoke clearance fans. A zone block plan needs to be installed at the FIP to assist with testing.","REVISIT",5,"39656 AU546","","Goodman AU546 - Interlink Industrial Estate - 28 Sarah Andrew Close, Erskine Park, NSW 2759","","2020-12-15","","Goodman Property Services (Aust) Pty Limited SC01822","Michael Berger","Michael.Berger@goodman.com","",3555.9162,"Repair","","28 Sarah Andrew Close, ERSKINE PARK, NSW, 2759, Australia","Erskine Park","2759","Gordon Jenkins","","","Gordon Jenkins","","","","","2026-01-21 10:00:00","","","2025-12-31 10:51:26","","","","","","Work Order No: 327647  Purchase Order No: 572103","3555.91","","","","As per accepted defect quote QD-1896 dated 05-12-2025.","Marked up all photos are in documents for block plan
Unable to access strobe due to height photo in documents",-33.8234787,150.782492,"","","","NR","",True,"",False,"","CO-074","Goodman Property Services (Aust) Pty Limited","","[] ","R DETECTION","","00:01:00","Jamie Wright","Gordon Jenkins"," ",""
26206,"T-26206","2025-12-17 11:58:26","2026-03-09 09:07:43","Inspect zone block plan and programming (Quote QD-1971)","Inspect zone block plan and programming","As per scope of Works:

Requested to inspect zone block plan and detector layout in the FIP.

Inspect detectors if conventional system or Addressable detectors.

Further quotes maybe required after initial inspection and testing.","REVISIT",5,"39A114 AU877","","Goodman AU877 - Silverwater D/C - Light & Wonder - 4 Newington Road, Silverwater, NSW 1044","","","","Goodman Property Services (Aust) Pty Limited SC01822","Angelo Munozco","Angelo.Munozco@goodman.com","",1040.0040,"Repair","","4 Newington Road, SILVERWATER, NSW,  2128, Australia","Silverwater","2128","Gordon Jenkins","John Minai","","Gordon Jenkins","","","","","2026-01-30 08:10:00","","","2026-01-06 08:16:01","","","","","","WO 327269  PO 571271","1040.00","","","","As per accepted defect quote QD-1971 dated 16-12-2025.","",-33.8287456,151.0532076,"","","4444#","NR","",True,"",False,"","CO-074","Goodman Property Services (Aust) Pty Limited","","[] ","R DETECTION","","00:00:00","Mariette Henderson","Jamie Wright"," ",""
26046,"T-26046","2025-12-16 09:51:47","2026-02-02 09:05:26","AFSS Inspection Report September 2025 (Quote QD-1639)","AFSS Inspection Report September 2025","As per scope of Works:

Section 2 – Assessment results and observations

1.  Occupant Warning System
At the time of assessment, the PA & tones in building B store and office were not working. Further investigation required (not done from last year).

4.  Automatic fire detection & alarm System (limited)
At the time of assessment, the following non-compliances were observed that require to be rectified:
-  The word fire is missing from strobe at the pump room. A new sign is required.
-  There is a no zone block plan for the detection installed at the FIP. A block plan is required.
-  There is no manual call point installed on the new fire panel; a red manual call point (BGA) is required.
-  The fire panel batteries are out of date and need to be replaced. 6 x Batteries.
-  Bld A ground floor, the fire panel batteries have still not been replaced. The fire panel controls detection installed in the switch rooms. The batteries need to be replaced, current faults investigated and cleared. Then the smoke detection tested to confirm compliance. If the panel can’t be fixed, confirmation and a solution is required for the equipment still connected to the 4 zones on the panel.
-  The sliding fire shutter fire panel batteries have not date of installation. 4 x Batteries. (not done from 2023)
-  Bld A top floor, the fire alarm panel does not have a zone block plan installed to confirm the functions of the fire panel. The monthly testing has not been done since February.
-  The faults on the fire panel do not register on the ASE, further investigation is required.

7.  Fire Doors
At the time of assessment, the following non-compliances were observed that require to be rectified:
-  The magnet on the sliding fire door (cage) is not strong enough to hold the door open. The door is currently tied shut; a stronger magnet is required (not done from the past two years, the pole that holds the magnet is not lining up with the magnet).

Further estimate maybe require after initial investigation","REVISIT",5,"39A349","","28 Percival Road, Smithfield, NSW 2164","","2024-11-01","","Lendlease Real Estate Investments Ltd C/- JLL","Marco Fiorentino","Marco.Fiorentino@jll.com","",10056.4930,"Repair","","28 Percival Road , SMITHFIELD, NSW, 2164, Australia","Smithfield","2164","Gordon Jenkins","John Minai, Nu Unasa","","Nu Unasa","","","","","2026-01-05 08:00:00","","","2025-12-31 07:43:00","","","","","","W-00098-000339","10056.49","","","","As per accepted defect quote QD-1639 dated 23-10-2025.","31/12/25 Gordon 
Repaired fault monitoring to ASE on both panels made up block plan for building A4 photos in documents
Too old Fire doors are non-operational due to the panels of failed years ago. Pictures in documents. Also the panel has failed. 10 years ago. All this is documented.

5/1/26 Gordon 
Replaced Batteries in Main FIP 6x26 AH
Replaced  batteries in sub panel

28/1/26
Nuu & Gordon
Installed sign on strobe
Tested and adjusted pa in warehouse B
Repaired door mag

2/2/26
Gordon 
Replaced batteries in both door panels",-33.843344,150.9484528,"","Marco Fiorentino 0414999618","","NR","",True,"",False,"","CO-1513","Jones Lang Lasalle","","[] ","R DETECTION","","00:00:00","Jamie Wright","Gordon Jenkins"," ",""
26002,"T-26002","2025-12-15 15:07:38","2026-03-18 11:50:35","Fire Panel Defects from Testing (Quote QD-1833)","Fire Panel Defects from Testing","Dear Customer,

We hope you're doing well. Following our routine testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.

If you have any questions or need further clarification, feel free to reach out.

Further estimates to follow after initial investigation of the wireless fire system.

Thank you for your understanding and continued support.","REVISIT",5,"39A513","","ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055","","2021-12-16","","Australian Catholic Universities (ACU)","Paul McGrath","paul.mcgrath@acu.edu.au","",5834.7131,"Repair","","25a Baker Road, Strathfield, NSW, 2135, Australia","Strathfield","2135","Nu Unasa","Gordon Jenkins","","Nu Unasa","","","","","2026-01-29 06:00:00","2026-03-10 09:44:05","","2026-01-29 06:54:13","","","","","","PU073610 / WOT0028803","5834.72","","","","As per accepted defect quote QD-1833 dated 25-11-2025.","Replaced batteries in main fip

1/2 reprogramming FIP , strobe outputs . 

Block plan set up on all buildings -zone list",-33.8759874,151.0755504,"CA","Scott Thompson (ACU) 0408 292 818","","OA","",True,"",True,"","CO-2387","Australian Catholic University (ACU)","","[] ","R DETECTION","","00:00:00","Mariette Henderson","Mariette Henderson"," ",""
25885,"T-25885","2025-12-15 07:20:44","2026-04-02 11:00:34","ECK Chiller #2 fire trip (Quote QD-1599)","ECK Chiller #2 fire trip","Installation of a fire trip for ECK Chiller #2, as per request","PERFORMED",5,"39A626","","20 Eastern Creek Drive, Eastern Creek, NSW 2766","","2024-09-18","","Healthcare Logistics","Harold Costen","Harold.costen@hcl.com.au","",0.0000,"Repair","","20 Eastern Creek Drive 36 Honeycomb, Eastern Creek, NSW, 2766, Australia","Eastern Creek","2766","Gordon Jenkins","Nu Unasa","","Gordon Jenkins","","","","","2026-01-15 06:00:00","2026-04-02 09:58:16","","2026-01-15 07:01:22","","","","","","","4311.44","","","","As per accepted defect quote QD-1599 dated 16-10-2025.","2/4/26
Attended site, Wired Fire trip into mechanical board as per mechanical contractors instructions. Carried out a test on the System - fire trips now working.",-33.8079667,150.8387924,"","Carlos Abela (Charter Hall) 0477 275 535","","NR","",True,"",False,"","","","","[] ","R DETECTION","","00:00:00","Jamie Wright","Jade Ogony"," ",""
25482,"T-25482","2025-12-10 14:55:49","2026-02-03 11:05:54","FIP Annual defect repairs (Quote QD-1901)","FIP Annual defect repairs","Dear Customer,

We hope you're doing well. Following our routine Annual testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.

If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39A389","","Jaycar Electronics Group - 46 Eastern Creek Drive, Eastern CreekNSW 2766","","","CO-2403","Electus Distribution Pty Ltd","Brennan","BFudger@jaycar.com.au","",5383.0095,"Repair","","46 Eastern Creek Dr, Eastern Creek NSW 2766, Australia","Eastern Creek","2766","Nu Unasa","Gordon Jenkins, John Minai","","John Minai","","","","","2026-02-03 06:00:00","","","2026-02-03 06:43:35","","","","","","Approved Brennan Fudger AFSS","5383.01","","","","As per accepted defect quote QD-1901 dated 08-12-2025.","Repaired low hanging Vesda #6 pipe in warehouse.
Investigated and tested manual release and inhibit button on gas FIP. System operates as intended. System normal
Marked up a corrected block plan for coms room. Photos attached",-33.8077774,150.8366241,"CA","Enter second driveway on the right hand side. There is a boom gate and intercom but they can dial into our control room and obtain access, then drive all the way up to the rear pump room etc. 
Jeff is best as our operations manager. David Diep 0490 442 263 or Ilker 0416 061 279","","BH","",True,"",False,"","CO-2403","Electus Distribution Pty Ltd","","[] ","R DETECTION","","00:01:00","Jamie Wright","John Minai"," ",""
25283,"T-25283","2025-12-08 07:22:08","2026-03-25 04:31:08","5 Yearly Detection and Warning System (Quote QD-1535)","5 Yearly Detection and Warning System","**Comprehensive Fire Alarm System Testing & Maintenance**
Ensure your building is fully compliant and safe with our expert 5-yearly sensitivity testing of the fire detection system, in line with the Fire Alarm standards AS 1851.6-2012. Our team will perform a thorough inspection of both the detection system and the Fire Indicator Panel, ensuring that everything operates smoothly and efficiently.

**Enhanced Sound System Testing for Emergencies**
Safety is our priority. We’ll test the sound pressure levels and intelligibility of your emergency sound system in all buildings to ensure your building meets the Australian standards. 

**What’s Not Included**:
Please note that the following are outside the scope of this service:
•	Security and parking arrangements (if required).
•	Use of lifts for heavy equipment transportation (if applicable).
•	Work outside of the designated areas or beyond normal working hours.
•	High-reach equipment for specialized tasks.

**Let’s Make Sure Your Building Stays Safe and Compliant**
Contact us today to schedule your testing and stay ahead of potential issues. We're here to help ensure your building’s fire safety systems are ready for whatever comes your way!","REVISIT",5,"39878","","Resolution X - 21B Richmond Road, Homebush West, NSW 2140","","2018-11-01","283","Cranden Investments Pty Ltd","Jenny Crane","jennycrane@bigpond.com","",2640.0000,"Repair","","21B Richmond Road, HOMEBUSH WEST, NSW, 2140, Australia","Homebush West","2140","John Minai","Gordon Jenkins","","Nu Unasa","","","","","2026-03-20 09:00:00","","","2026-03-20 09:00:38","","","","","","Approved Jenny Crane","2640.00","","","","As per accepted defect quote QD-1535 dated 03-10-2025.","",-33.8651277,151.0630565,"","Site Contact: Adam, Dave or Paul","","NR","",True,"",False,"","CO-1861","Cranden Investments Pty Ltd","","[] ","R DETECTION","","04:11:00","Jamie Wright","Nu Unasa"," ",""
25090,"T-25090","2025-12-04 14:42:34","2026-03-30 08:38:46","Monthly Fire Indicator faults (Quote QD-1862)","Monthly Fire Indicator faults","Dear Customer,

We hope you're doing well. Following our routine monthly testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.

If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39622","","Mercedes Benz - 43-47 O’Riordan Street, Alexandria, NSW 2015","","2019-02-12","1006","LSH Auto (Sydney) Pty Ltd","Marie Spano","marie.spano@mbsydney.com.au","",734.0010,"Repair","","43-47 O’Riordan Street, ALEXANDRIA, NSW, 2015, Australia","Alexandria","2015","Nu Unasa","Darren Brailey","","Nu Unasa","","","","","2025-12-16 09:00:00","","","2025-12-16 09:33:22","","","","","","PO # 22A128458","734.00","","","","As per accepted defect quote QD-1862 dated 02-12-2025.","",-33.9124254,151.1954919,"","Mercedes Benz contact is Marie Spano 9697 7777 (Keys from reception required for MSR & Comms Room)","","NR","",True,"",False,"","CO-1988","LSH Auto (Sydney) Pty Ltd ( Mercedes)","","[] ","R DETECTION","","01:00:00","Jamie Wright","Jamie Wright"," ",""
